"ID (From ACI 369 databases). The first 104 entries are circular columns, the rest (237) are rectangular columns",Section depth [in.],Section width [in.],a [in.],a/d,Bar dia. [in.],fy (longi. reinf.) [psi],pL (longi. reinf.),Spacing of trans. reinf. (s) [in.],fy (trans. reinf.) [psi],pv (trans. reinf. ratio),s/d,f'c [psi],Axial load(P) [kips],Axial load ratio,s/lbd,a/s,pl * fyl,pt * fyt,A [in],I,Drift ratio at 0.8Vmax1 [%],Col.Name,References
DATASTART,,,,,,,,,,,,,,,,,,,,,,,
1,15.748,15.748,31.496,2.5,0.63,63220,0.032,6.496062992,45820,0.002379999,0.515626031,4437,0,0,10.3112111,4.848475152,2023.04,109.0515542,194.778355,3019.058464,2.5406,UNIT4,"Ang Beng Ghee; Priestley;M. J. N. a. P.;T. (1985). ""Seismic Shear Strength of Circular Reinforced Concrete Columns."" ACI Structural Journal 86(1): 45-59."
2,15.748,15.748,23.622,1.875,0.63,63220,0.032,2.362204724,47560,0.002356199,0.187500375,4364.5,0,0,3.749531308,9.999980002,2023.04,112.0608244,194.778355,3019.058464,1.6984,UNIT6,"Ang Beng Ghee; Priestley;M. J. N. a. P.;T. (1985). ""Seismic Shear Strength of Circular Reinforced Concrete Columns."" ACI Structural Journal 86(1): 45-59."
4,15.748,15.748,31.496,2.5,0.63,63220,0.032,2.362204724,47270,0.002356199,0.187500375,4843,94.416,0.100089941,3.749531308,13.33330667,2023.04,111.3775267,194.778355,3019.058464,1.5459,UNIT16,"Ang Beng Ghee; Priestley;M. J. N. a. P.;T. (1985). ""Seismic Shear Strength of Circular Reinforced Concrete Columns."" ACI Structural Journal 86(1): 45-59."
5,15.748,15.748,31.496,2.5,0.63,63220,0.032,2.362204724,47270,0.002356199,0.187500375,5075,98.912,0.100062706,3.749531308,13.33330667,2023.04,111.3775267,194.778355,3019.058464,1.9247,UNIT18,"Ang Beng Ghee; Priestley;M. J. N. a. P.;T. (1985). ""Seismic Shear Strength of Circular Reinforced Concrete Columns."" ACI Structural Journal 86(1): 45-59."
6,15.748,15.748,23.622,1.875,0.63,63220,0.032,3.149606299,47270,0.001767149,0.2500005,4988,97.114,0.099957343,4.999375078,7.499985001,2023.04,83.53313323,194.778355,3019.058464,1.7179,UNIT19,"Ang Beng Ghee; Priestley;M. J. N. a. P.;T. (1985). ""Seismic Shear Strength of Circular Reinforced Concrete Columns."" ACI Structural Journal 86(1): 45-59."
7,15.748,15.748,27.559,2.1875,0.63,69890,0.032,3.149606299,47270,0.001767149,0.2500005,5321.5,181.414,0.175023369,4.999375078,8.749982501,2236.48,83.53313323,194.778355,3019.058464,1.9427,UNIT20,"Ang Beng Ghee; Priestley;M. J. N. a. P.;T. (1985). ""Seismic Shear Strength of Circular Reinforced Concrete Columns."" ACI Structural Journal 86(1): 45-59."
9,15.748,15.748,31.496,2.5,0.63,63220,0.032,8.661417323,44950,0.001784999,0.687501375,4480.5,0,0,13.74828147,3.636356364,2023.04,80.23570505,194.778355,3019.058464,1.6364,UNIT22,"Ang Beng Ghee; Priestley;M. J. N. a. P.;T. (1985). ""Seismic Shear Strength of Circular Reinforced Concrete Columns."" ACI Structural Journal 86(1): 45-59."
10,10.827,10.827,11.811,1.363604877,0.63,53070,0.0385,3.937007874,53360,0.002056272,0.454535868,4176,0,0,6.249218848,2.999994,2043.195,109.7226739,92.06745854,674.5318265,2.0079,UNIT1,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuki; and Mizoguchi;Mitsuo (1987). ""Ultimate Shear Strength of Spirally-Confined Concrete Columns."" Transactions of the Japan Concrete Insitute 9: 305-312."
11,10.827,10.827,11.811,1.363604877,0.63,53070,0.0385,1.968503937,53360,0.004112544,0.227267934,4248.5,0,0,3.124609424,5.999988,2043.195,219.4453478,92.06745854,674.5318265,2.6433,UNIT2,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuki; and Mizoguchi;Mitsuo (1987). ""Ultimate Shear Strength of Spirally-Confined Concrete Columns."" Transactions of the Japan Concrete Insitute 9: 305-312."
12,10.827,10.827,11.811,1.363604877,0.63,53070,0.0385,3.937007874,53360,0.002056272,0.454535868,4321,48.332,0.121491067,6.249218848,2.999994,2043.195,109.7226739,92.06745854,674.5318265,1.5697,UNIT4,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuki; and Mizoguchi;Mitsuo (1987). ""Ultimate Shear Strength of Spirally-Confined Concrete Columns."" Transactions of the Japan Concrete Insitute 9: 305-312."
13,10.827,10.827,11.811,1.363604877,0.63,53070,0.0385,1.968503937,53360,0.004112544,0.227267934,4147,48.332,0.126588594,3.124609424,5.999988,2043.195,219.4453478,92.06745854,674.5318265,1.9905,UNIT6,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuki; and Mizoguchi;Mitsuo (1987). ""Ultimate Shear Strength of Spirally-Confined Concrete Columns."" Transactions of the Japan Concrete Insitute 9: 305-312."
14,10.827,10.827,11.811,1.363604877,0.63,53070,0.0385,1.377952756,53360,0.005875062,0.159087554,4553,48.332,0.115300439,2.187226597,8.571411428,2043.195,313.4933083,92.06745854,674.5318265,2.3029,UNIT8,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuki; and Mizoguchi;Mitsuo (1987). ""Ultimate Shear Strength of Spirally-Confined Concrete Columns."" Transactions of the Japan Concrete Insitute 9: 305-312."
15,10.827,10.827,11.811,1.363604877,0.63,53070,0.0513,1.968503937,53360,0.004112544,0.227267934,4422.5,48.332,0.118702747,3.124609424,5.999988,2722.491,219.4453478,92.06745854,674.5318265,2.0273,UNIT9,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuki; and Mizoguchi;Mitsuo (1987). ""Ultimate Shear Strength of Spirally-Confined Concrete Columns."" Transactions of the Japan Concrete Insitute 9: 305-312."
16,10.827,10.827,11.811,1.363604877,0.63,53070,0.0385,3.937007874,53360,0.002056272,0.454535868,4031,96.664,0.260462863,6.249218848,2.999994,2043.195,109.7226739,92.06745854,674.5318265,1.1358,UNIT12,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuki; and Mizoguchi;Mitsuo (1987). ""Ultimate Shear Strength of Spirally-Confined Concrete Columns."" Transactions of the Japan Concrete Insitute 9: 305-312."
17,10.827,10.827,11.811,1.363604877,0.63,53070,0.0385,1.968503937,53360,0.004112544,0.227267934,4422.5,96.664,0.237405494,3.124609424,5.999988,2043.195,219.4453478,92.06745854,674.5318265,1.6472,UNIT13,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuki; and Mizoguchi;Mitsuo (1987). ""Ultimate Shear Strength of Spirally-Confined Concrete Columns."" Transactions of the Japan Concrete Insitute 9: 305-312."
18,10.827,10.827,11.811,1.363604877,0.63,53070,0.0385,1.377952756,53360,0.005875062,0.159087554,4538.5,96.664,0.231337622,2.187226597,8.571411428,2043.195,313.4933083,92.06745854,674.5318265,2.0138,UNIT14,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuki; and Mizoguchi;Mitsuo (1987). ""Ultimate Shear Strength of Spirally-Confined Concrete Columns."" Transactions of the Japan Concrete Insitute 9: 305-312."
19,10.827,10.827,11.811,1.363604877,0.63,52635,0.0385,2.952755906,55245,0.002741696,0.340901901,4538.5,48.332,0.115668811,4.686914137,3.999991999,2026.4475,151.4649955,92.06745854,674.5318265,1.9727,UNIT17,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuki; and Mizoguchi;Mitsuo (1987). ""Ultimate Shear Strength of Spirally-Confined Concrete Columns."" Transactions of the Japan Concrete Insitute 9: 305-312."
20,10.827,10.827,17.7165,2.045407315,0.63,52635,0.0385,2.953,55245,0.002741469,0.340930082,4524,48.332,0.116039545,4.687301587,5.999492042,2026.4475,151.4524549,92.06745854,674.5318265,2.4091,UNIT19,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuki; and Mizoguchi;Mitsuo (1987). ""Ultimate Shear Strength of Spirally-Confined Concrete Columns."" Transactions of the Japan Concrete Insitute 9: 305-312."
21,10.827,10.827,17.7165,2.045407315,0.63,52635,0.0385,2.953,55245,0.002741469,0.340930082,2972.5,48.332,0.176606526,4.687301587,5.999492042,2026.4475,151.4524549,92.06745854,674.5318265,2.1186,UNIT22,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuki; and Mizoguchi;Mitsuo (1987). ""Ultimate Shear Strength of Spirally-Confined Concrete Columns."" Transactions of the Japan Concrete Insitute 9: 305-312."
22,10.827,10.827,11.811,1.363604877,0.63,52635,0.0385,2.953,55245,0.002741469,0.340930082,4509.5,96.664,0.232825324,4.687301587,3.999661361,2026.4475,151.4524549,92.06745854,674.5318265,1.6861,UNIT24,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuki; and Mizoguchi;Mitsuo (1987). ""Ultimate Shear Strength of Spirally-Confined Concrete Columns."" Transactions of the Japan Concrete Insitute 9: 305-312."
23,10.827,10.827,17.7165,2.045407315,0.63,52635,0.0385,2.953,55245,0.002741469,0.340930082,4306.5,96.664,0.243800255,4.687301587,5.999492042,2026.4475,151.4524549,92.06745854,674.5318265,1.9995,UNIT25,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuki; and Mizoguchi;Mitsuo (1987). ""Ultimate Shear Strength of Spirally-Confined Concrete Columns."" Transactions of the Japan Concrete Insitute 9: 305-312."
24,10.827,10.827,17.7165,2.045407315,0.63,52635,0.0385,2.953,55245,0.002741469,0.340930082,2740.5,96.664,0.383114687,4.687301587,5.999492042,2026.4475,151.4524549,92.06745854,674.5318265,1.7862,UNIT27,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuki; and Mizoguchi;Mitsuo (1987). ""Ultimate Shear Strength of Spirally-Confined Concrete Columns."" Transactions of the Japan Concrete Insitute 9: 305-312."
25,10.827,10.827,17.7165,2.045407315,0.63,52635,0.0385,2.953,55245,0.002741469,0.340930082,5988.5,96.664,0.17532367,4.687301587,5.999492042,2026.4475,151.4524549,92.06745854,674.5318265,1.7862,UNIT28,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuki; and Mizoguchi;Mitsuo (1987). ""Ultimate Shear Strength of Spirally-Confined Concrete Columns."" Transactions of the Japan Concrete Insitute 9: 305-312."
26,24,24,48,2.5,0.626,65830,0.0136,4,29000,0.000608938,0.208333333,4321,4.226,0.002161886,6.389776358,12,895.288,17.659202,452.3893421,16286.01632,2.3894,UNITS-1,McDaniel;C. (1997). Scale Effects on the Shear Strength of Circular Reinforced Concrete Columns. San Diego;University of California.
27,24,24,48,2.5,0.626,65830,0.0136,4,29000,0.000608938,0.208333333,3886,4.226,0.002403889,6.389776358,12,895.288,17.659202,452.3893421,16286.01632,0.8998,UNITS1-2,McDaniel;C. (1997). Scale Effects on the Shear Strength of Circular Reinforced Concrete Columns. San Diego;University of California.
28,24,24,48,2.5,0.626,63452,0.0136,4,29000,0.000608938,0.208333333,4524,4.226,0.002064879,6.389776358,12,862.9472,17.659202,452.3893421,16286.01632,0.8806,UNITS2,McDaniel;C. (1997). Scale Effects on the Shear Strength of Circular Reinforced Concrete Columns. San Diego;University of California.
29,24,24,48,2.5,0.75,43410,0.0196,5,30508,0.000818123,0.260416667,5340.35,145,0.060018608,6.666666667,9.6,850.836,24.95929648,452.3893421,16286.01632,0.5292,UnitCS-A1,Elsanadedy;H. M. (2002). Seismic Performance and Analysis of Ductile Composite-Jacketed Reinforced Concrete Bridge Columns. Department of Civil Engineering. Irvine;University of California. Doctor of Philosophy: 628.
31,24.016,24.016,58.464,3.042971352,0.984,64525,0.0202,11.81102362,61625,0.00085835,0.614747649,6525,404.46,0.13683709,12.00307278,4.949952001,1303.405,52.89581875,452.992729,16329.48914,1.7467,SpecimenBR-C1,Yalcin;C. (1997). Seismic Evaluation and Retrofit of Existing Reinforced Concrete Bridge Columns. Department of Civil Engineering. Ottawa;Ontario (Canada);University of Ottawa. Doctor of Philosophy: 398.
32,10,10,20,2.5,0.5,53804,0.02,3.850393701,30502,0.00089397,0.481299213,4200.65,19,0.057590019,7.700787402,5.194274028,1076.08,27.26787294,78.53981634,490.8738521,2.519,SpecimenS1,Jaradat;O. A. (1996). Seismic Evaluation of Existing Bridge Columns. Department of Civil and Environmental Engineering;Washington State University. Doctor of Philosophy: 286.
33,10,10,20,2.5,0.375,52103,0.0113,3.850393701,30502,0.00089397,0.481299213,3800.45,17,0.056953972,10.26771654,5.194274028,588.7639,27.26787294,78.53981634,490.8738521,2.47,SpecimenS3,Jaradat;O. A. (1996). Seismic Evaluation of Existing Bridge Columns. Department of Civil and Environmental Engineering;Washington State University. Doctor of Philosophy: 286.
34,23.622,23.622,59.055,3.125,0.768,67425,0.0127,11.81102362,71195,0.000351881,0.62500125,5075,311.434,0.140025382,15.37893701,4.999990001,856.2975,25.0521678,438.2512987,15283.98347,0.8727,SpecimenCR-C,Yarandi;M. S. (2007). Seismic Retrofit and Repair of Existing Reinforced Concrete Bridge Columns by Transverse Prestressing. Department of Civil Engineering. Ottawa;Ontario (Canada);University of Ottawa. Doctor of Philosophy: 282.
51,12.08661417,12.08661417,35.43307087,3.664495114,0.472440945,34800,0.0183,1.417322835,34800,0.0051166,0.146579805,5205.5,32.596,0.05457612,3,25,636.84,178.05768,114.7358662,1047.583221,3.4917,M2E1,Petrovski;J. a. R.;Danilo (1984). Reversed Cyclic Loading Test of Bridge Column Models;Institute of Earthquake Engineering and Engineering Seismology: 62.
52,12.08661417,12.08661417,35.23622047,3.644136808,0.472440945,34800,0.0183,1.417322835,34800,0.0051166,0.146579805,4988,57.0992,0.099771013,3,24.8611111,636.84,178.05768,114.7358662,1047.583221,4.0146,M2E2,Petrovski;J. a. R.;Danilo (1984). Reversed Cyclic Loading Test of Bridge Column Models;Institute of Earthquake Engineering and Engineering Seismology: 62.
53,9.842519685,9.842519685,9.842519685,1.25,0.374015748,54375,0.0091,1.299212598,48503,0.015081549,0.165,3842.5,72.3856,0.24759156,3.47368421,7.575757578,494.8125,731.5003711,76.08559925,460.6754481,3.1008,ws21bs,Siryo;K. K. (1978). Aseismic Analysis of Building Structural Members: a List of Experimental Results on Deformation Ability of Reinforced Concrete Columns Under Large Deflection (No.3). Japan;Building Research Institute: 182.
54,9.842519685,9.842519685,9.842519685,1.25,0.5,55390,0.0162,1.811023622,48503,0.010819372,0.23,3842.5,36.1928,0.12379578,3.622047244,5.434782609,897.318,524.7720001,76.08559925,460.6754481,3.5662,ws25bs,Siryo;K. K. (1978). Aseismic Analysis of Building Structural Members: a List of Experimental Results on Deformation Ability of Reinforced Concrete Columns Under Large Deflection (No.3). Japan;Building Research Institute: 182.
56,10.82677165,10.82677165,11.81102362,1.363636364,0.62992126,53070,0.0257,1.968503937,53360,0.00411263,0.227272727,4379,48.332,0.11988697,3.124999999,5.999999999,1363.899,219.4499368,92.06357503,674.4749226,2.678,Unit10,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuk; and Mizoguchi;Mitsuo (1998). ""Shear Resisting Behavior of Reinforced Concrete Columns With Spiral Hoops."" Transactions of the Japan Concrete Insitute 10: 155-162."
57,10.82677165,10.82677165,17.71653543,2.045454545,0.62992126,52635,0.0385,2.952755906,55245,0.002741754,0.340909091,4640,0,0,4.6875,5.999999998,2026.4475,151.4681997,92.06357503,674.4749226,2.7661,Unit15,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuk; and Mizoguchi;Mitsuo (1998). ""Shear Resisting Behavior of Reinforced Concrete Columns With Spiral Hoops."" Transactions of the Japan Concrete Insitute 10: 155-162."
58,15.7480315,15.7480315,31.49606299,2.5,0.62992126,63220,0.0385,6.299212598,48140,0.003534292,0.5,4683.5,48.332,0.052981203,9.999999997,5,2433.97,170.1408169,194.7791342,3019.082619,2.7867,Unit23,"Arakawa;T. H.;Ming-Xuan; Arai;Yasuyuk; and Mizoguchi;Mitsuo (1998). ""Shear Resisting Behavior of Reinforced Concrete Columns With Spiral Hoops."" Transactions of the Japan Concrete Insitute 10: 155-162."
59,24.01574803,24.01574803,36.00393701,1.87397541,0.5,66990,0.0052,3,52345,0.001384188,0.156147541,4350,113.0744,0.057384277,6,12.00131234,348.348,72.45532086,452.9832236,16328.80385,3.3094,NR1,"Priestley;M. J. N. B.;Gianmario (1996). ""Seismic Performance of Circular Columns with Low Longitudinal Reinforcement Ratios."" ACI Structural Journal 93(4): 474-485."
60,24.01574803,24.01574803,36.00393701,1.87397541,0.5,66990,0.0104,5,52345,0.000830513,0.260245902,4350,113.0744,0.057384277,10,7.200787402,696.696,43.47320299,452.9832236,16328.80385,1.702,NR2,"Priestley;M. J. N. B.;Gianmario (1996). ""Seismic Performance of Circular Columns with Low Longitudinal Reinforcement Ratios."" ACI Structural Journal 93(4): 474-485."
62,17.99212598,17.99212598,35.82677165,2.489059081,0.748031496,67889,0.0521,1.771653543,62988,0.012319657,0.123085339,5075,191.08,0.148089524,2.368421052,20.22222222,3537.0169,775.9905551,254.246421,5143.986642,9.4181,NH4,Vu;N. D. P.;M.J.Nigel; Seible;Frieder; Benzoni;Gianmario (1998). Seismic Response of Well Confined Circular Reinforced Concrete Columns with Low Aspect Ratios. 5th Caltrans Seismic Research Workshop;Sacramento.
63,17.99212598,17.99212598,35.82677165,2.489059081,0.625984252,73588,0.0241,3.149606299,64989,0.003877581,0.218818381,5104,110.152,0.084884203,5.03144654,11.375,1773.4708,252.0001116,254.246421,5143.986642,7.8342,NH5,Vu;N. D. P.;M.J.Nigel; Seible;Frieder; Benzoni;Gianmario (1998). Seismic Response of Well Confined Circular Reinforced Concrete Columns with Low Aspect Ratios. 5th Caltrans Seismic Research Workshop;Sacramento.
65,16,16,41.2519685,3.222810039,0.5,66483,0.0137,6.748031496,100268,0.000456647,0.527189961,5031.5,0,0,13.49606299,6.11318553,910.8171,45.7870814,201.0619298,3216.990877,1.3231,UC14,Hamilton;C. H.;Pardoen;G.C.;Kazanjy;R.P. (2002). Experimental Testing of Bridge Columns Subjected to Reversed-Cyclic and Pulse-type Loading Histories. Civil Engineering Technical Report Series. Irvine;University of California;Irvine.
66,16,16,41.2519685,3.222810039,0.5,66483,0.0117,2.5,100268,0.001232587,0.1953125,5133,0,0,5,16.5007874,777.8511,123.5890333,201.0619298,3216.990877,4.0776,UC15,Hamilton;C. H.;Pardoen;G.C.;Kazanjy;R.P. (2002). Experimental Testing of Bridge Columns Subjected to Reversed-Cyclic and Pulse-type Loading Histories. Civil Engineering Technical Report Series. Irvine;University of California;Irvine.
67,24.01574803,24.01574803,48,2.498360656,0.751968504,45704,0.025,5,46125,0.000830513,0.260245902,5001.05,135.95904,0.060015686,6.649214659,9.6,1142.6,38.30741213,452.9832236,16328.80385,1.1917,CCS1,Chai;Y. P.;M.; and Seible;Frieder (1990). Retrofit of Bridge Columns for Enhanced Seismic Performance. Proceedings of 1st US-Japan Workshop on Seismic Retrofit of Bridges;Tsukuba Science City;Japan.
68,22.20472441,22.20472441,39.37007874,2.216312057,0.511811024,46835,0.0213,8.897637795,37468,0.0009982,0.500886525,5763.75,0,0,17.38461537,4.424778761,997.5855,37.4005576,387.2403965,11933.04967,1.8519,I30,Iwasaki;T. K.;Kazuhiko; Hagiwara;Ryoji; Hasegawa;Kinji; Koyama;Tatsuhiko; Yoshida;Takeshi (1985). Experimental investigation on hysteretic behavior of reinforced concrete bridge pier columns 17th Joint Panel Meeting of the U.S.-Japan Cooperative Program in Wind and Seismic Effects;Gaithesburg;Maryland;Center for Building Technology.
69,20,20,60,3.75,0.625,65975,0.0099,4,60030,0.000621784,0.25,5270.75,165.6214,0.100021684,6.4,15,653.1525,37.32569352,314.1592654,7853.981634,3.7725,SpecimenS1,"Ranf;R. T. E.;M.O. and Stanton;J.F. (2006). ""Effects of Displacement History on Failure of Lightly Confined Bridge Columns."" ACI Structural Journal 236(Special Publication (SP 236-2)): 23-42."
70,20,20,60,3.75,0.625,65975,0.0099,4,60030,0.000621784,0.25,8150.45,256.110144,0.100021951,6.4,15,653.1525,37.32569352,314.1592654,7853.981634,3.5385,SpecimenS3,"Ranf;R. T. E.;M.O. and Stanton;J.F. (2006). ""Effects of Displacement History on Failure of Lightly Confined Bridge Columns."" ACI Structural Journal 236(Special Publication (SP 236-2)): 23-42."
71,20,20,60,3.75,0.625,65975,0.0099,4,60030,0.000621784,0.25,8260.65,259.574312,0.10002248,6.4,15,653.1525,37.32569352,314.1592654,7853.981634,3.768,SpecimenC2,"Ranf;R. T. E.;M.O. and Stanton;J.F. (2006). ""Effects of Displacement History on Failure of Lightly Confined Bridge Columns."" ACI Structural Journal 236(Special Publication (SP 236-2)): 23-42."
77,9.842519685,9.842519685,52.75590551,6.7,0.511811024,44225,0.0256,0.551181102,38135,0.008688748,0.07,5089.5,3.79912,0.009810823,1.076923075,95.71428577,1132.16,331.345405,76.08559925,460.6754481,5.3645,No.2,Ng Kit Heng; Priestley;M. J. N. a. P.;R. (1978). Seismic Behaviour of Circular Reinforced Concrete Bridge Piers. Christchurch;New Zealand;University of Canterbury: 129.
80,15.7480315,15.7480315,62.99212598,5,0.62992126,44660,0.0243,2.165354331,40600,0.007139983,0.171875,4132.5,474.5528,0.589561679,3.4375,29.09090909,1085.238,289.8833098,194.7791342,3019.082619,1.6029,Unit2,Ang Beng Ghee; Priestley;M. J. N. a. P.;R. (1981). Ductility of Reinforced Concrete Bridge Piers Under Seismic Loading. Christchurch;New Zealand;University of Canterbury: 113.
84,23.62204724,23.62204724,47.24409449,2.5,0.94488189,44515,0.0243,2.165354331,40600,0.012185572,0.114583333,4712.5,1521.896,0.736900181,2.291666666,21.81818182,1081.7145,494.7342232,438.2530515,15284.10574,2.5872,No.5B,Pontangaroa;R. T. P.;M.J.N.; and Park;R. (1979). Ductility of Spirally Reinforced Concrete Columns Under Seismic Loading. Christchurch;New Zealand;University of Canterbury: 116.
86,15.7480315,15.7480315,62.99212598,5,0.62992126,48865,0.0243,5.31496063,67570,0.002908882,0.421875,4669,124.764,0.137190167,8.437499998,11.85185185,1187.4195,196.5531567,194.7791342,3019.082619,4.1739,No.5,Zahn;F. A. P.;R.; and Priestley;M.J.N. (1986). Design of Reinforced Concrete Bridge Columns for Strength and Ductility. Christchurch;New Zealand;Univeristy of Canterbury: 380.
87,15.7480315,15.7480315,62.99212598,5,0.62992126,48865,0.0243,2.952755906,67570,0.005235988,0.234375,3915,467.584,0.613176419,4.6875,21.33333333,1187.4195,353.7957092,194.7791342,3019.082619,2.443,No.6,Zahn;F. A. P.;R.; and Priestley;M.J.N. (1986). Design of Reinforced Concrete Bridge Columns for Strength and Ductility. Christchurch;New Zealand;Univeristy of Canterbury: 380.
88,15.7480315,15.7480315,62.99212598,5,0.62992126,68730,0.0182,3.307086614,53940,0.002991993,0.2625,5800,596.1696,0.527714955,5.249999998,19.04761905,1250.886,161.3881024,194.7791342,3019.082619,2.0239,No.10,Watson;S. (1989). Design of Reinforced Concrete Frames of Limited Ductility. Department of Civil Engineering. Christchurch;New Zealand;University of Canterbury. Doctor of Philosophy: 248.
89,15.7480315,15.7480315,62.99212598,5,0.62992126,68730,0.0182,2.244094488,49010,0.006889458,0.178125,5655,813.776,0.738805019,3.562499999,28.07017544,1250.886,337.6523366,194.7791342,3019.082619,1.5038,No.11,Watson;S. (1989). Design of Reinforced Concrete Frames of Limited Ductility. Department of Civil Engineering. Christchurch;New Zealand;University of Canterbury. Doctor of Philosophy: 248.
90,15.7480315,15.7480315,31.49606299,2.5,0.62992126,61335,0.032,2.362204724,43500,0.006544985,0.1875,5510,203.8936,0.189980735,3.749999998,13.33333333,1962.72,284.7068475,194.7791342,3019.082619,5.0841,UnitNo.1,Wong;Y. L. P.;T.; and Priestley;M.J.N. (1990). Squat Circular Bridge Piers Under Multi-Directional Seismic Attack. Christchurch;New Zealand;University of Canterbury: 264.
91,15.7480315,15.7480315,31.49606299,2.5,0.62992126,68875,0.032,2.362204724,43500,0.006544985,0.1875,5365,407.5624,0.390015578,3.749999998,13.33333333,2204,284.7068475,194.7791342,3019.082619,3.4649,UnitNo.3,Wong;Y. L. P.;T.; and Priestley;M.J.N. (1990). Squat Circular Bridge Piers Under Multi-Directional Seismic Attack. Christchurch;New Zealand;University of Canterbury: 264.
92,12.08661417,12.08661417,75.19685039,7.776872964,0.472440945,34800,0.0183,2.952755906,34800,0.002455968,0.305374593,5626,32.596,0.050496977,6.249999999,25.46666666,636.84,85.4676864,114.7358662,1047.583221,2.5831,M1E1,Petrovski;J. a. R.;Danilo (1984). Reversed Cyclic Loading Test of Bridge Column Models;Institute of Earthquake Engineering and Engineering Seismology: 62.
93,12.08661417,12.08661417,75.19685039,7.776872964,0.472440945,34800,0.0183,2.952755906,34800,0.002455968,0.305374593,5249,57.0992,0.094810023,6.249999999,25.46666666,636.84,85.4676864,114.7358662,1047.583221,2.3778,M1E2,Petrovski;J. a. R.;Danilo (1984). Reversed Cyclic Loading Test of Bridge Column Models;Institute of Earthquake Engineering and Engineering Seismology: 62.
94,5.984251969,5.984251969,44.88188976,9.375,0.5,64960,0.0558,0.866141732,89900,0.006430682,0.180921053,5002.5,33.9448,0.241255117,1.732283464,51.81818183,3624.768,578.1183118,28.12610697,62.95197853,6.3188,Con1,"Lim;K. Y. a. M.;D.I. (1991). ""Scale Model Studies of Moment-Reducing Hinge Details in Bridge Columns."" ACI Structural Journal 88(4): 465-474."
96,5.984251969,5.984251969,22.44094488,4.6875,0.5,64960,0.0558,0.866141732,89900,0.006430682,0.180921053,5002.5,49.456,0.351497521,1.732283464,25.90909092,3624.768,578.1183118,28.12610697,62.95197853,7.8473,Con3,"Lim;K. Y. a. M.;D.I. (1991). ""Scale Model Studies of Moment-Reducing Hinge Details in Bridge Columns."" ACI Structural Journal 88(4): 465-474."
97,59.84251969,59.84251969,359.8425197,7.516447368,1.692913386,68875,0.02,3.503937008,71485,0.002935489,0.073190789,5191,1000.36,0.068516578,2.069767442,102.6966292,1377.5,209.8434312,2812.610697,629519.7853,5.7747,NIST-FullscaleFlexure,Cheok;G. S. a. S.;William C. (1986). Behavior of 1/6-Scale Model Bridge Columns Subjected to Cycle Inelastic Loading. Gaithesburg (Maryland);U.S Department of Commerce;National Institute of Standards and Technology: 270.
98,59.84251969,59.84251969,179.9212598,3.758223684,1.692913386,68875,0.02,2.125984252,63075,0.006981508,0.044407895,4973.5,1000.36,0.07151293,1.255813953,84.62962961,1377.5,440.3586171,2812.610697,629519.7853,7.7834,NIST-Full-scale-shear,Cheok;G. S. a. S.;William C. (1986). Behavior of 1/6-Scale Model Bridge Columns Subjected to Cycle Inelastic Loading. Gaithesburg (Maryland);U.S Department of Commerce;National Institute of Standards and Technology: 270.
99,9.842519685,9.842519685,29.52755906,3.75,0.275590551,64670,0.0196,0.354330709,63945,0.006709046,0.045,3494.5,26.976,0.101458875,1.285714288,83.33333327,1267.532,429.0099465,76.08559925,460.6754481,7.9587,NIST-Model-N1,Stone;W. C. a. C.;Geraldine S. (1989). Inelastic Behavior of Full Scale Bridge Columns Subjected to Cyclic Loading. NIST Building Science Series. Gaitheburg (Maryland);U.S. Department of Commerce;National Institute of Standards and Technology: 252.
100,9.842519685,9.842519685,29.52755906,3.75,0.275590551,64670,0.0196,0.354330709,63945,0.006709046,0.045,3349.5,53.7272,0.210819976,1.285714288,83.33333327,1267.532,429.0099465,76.08559925,460.6754481,7.1459,NIST-Model-N2,Stone;W. C. a. C.;Geraldine S. (1989). Inelastic Behavior of Full Scale Bridge Columns Subjected to Cyclic Loading. NIST Building Science Series. Gaitheburg (Maryland);U.S. Department of Commerce;National Institute of Standards and Technology: 252.
