ID,Drift ratio at 0.8Vmax1 [%],References,First Author,Col.Name,Data File,Section depth (h) [in.],Section width (b) [in.],d1 [in.],d2 [in.],Clear Cover cc [in.],lc [in.],a [in.],a/d1,Longi. bars along first face (perp.),Bar dia. [in.],Longi. bars along second face (perp.),Bar dia. [in.],Longi. bars in middle layers(perp.),Longi. bars in middle layers (parl.),Bar dia. [in.],fy (longi. reinf.) [psi],pL (longi. reinf.),Trans. reinf. legs perp. to load,Trans. reinf. legs parl. to load,Trans. bar dia. [in.],Spacing of trans. reinf. (s) [in.],fy (trans. reinf.) [psi],pt (trans. reinf. volumetric ratio),pv (trans. reinf. ratio),s/d1 (primary),s/d2 (secondary),Seismic hoops,f'c [psi],Axial load(P) [kips],Axial load ratio,Spliced longi. bars,Splice length [in.],Splice height [in.],Test configuration,Number of loading directions,Maximum lateral load (primary) (Vmax1) [kips],Drift ratio at Vmax1 [%],Drift ratio at 0.8Vmax1 [%],Drift ratio at 0.25Vmax [%],Drift ratio at axial failure (primary) [%],Lateral load at axial failure (primary) [kips],Vp1 (primary) [kips],Vo1 (primary) [kips],Vp1/Vo1,Maximum lateral load (secondary) (Vmax2) [kips],Drift ratio at Vmax2 [%],Drift ratio at 0.8Vmax2 [%],Drift ratio at 0.25Vmax2 [%],Drift ratio at axial failure (secondary) [%],Lateral load at axial failure (secondary) [kips],Vp2 (secondary) [kips],Vo2 (secondary) [kips],Vp2/Vo2,
193,1.501719298,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,AA2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/193.csv,9.842519685,9.842519685,8.149606299,8.15,1.18,44.88188976,44.88188976,5.507246377,4,0.393700787,4,0.393700787,2,2,0.393700787,62350,0.015079645,4,4,0.31496063,5.905511811,62350,0.012,0.005361651,0.724637681,0.63,0,11600,337.2,0.300066141,0,0,0,2,1,27.67724112,1.365789474,1.501719298,2.905626316,0,0,26.25204784,49.8,0.527188539,0,0,0,0,0,0,0,0,0,
194,1.644311751,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,AA3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/194.csv,9.843,9.843,8.15,8.15,1.18,44.882,44.882,5.506993865,4,0.394,4,0.394,2,2,0.394,62350,0.015101101,4,4,0.315,5.906,62350,0.012,0.005362287,0.724662577,0.63,0,11600,224.8,0.200024571,0,0,0,2,1,22.094,1.323470434,1.644311751,3.859008066,0,0,23.25942506,46.31,0.502279817,0,0,0,0,0,0,0,0,0,
195,1.383628181,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,AA4,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/195.csv,9.843,9.843,8.15,8.15,1.18,44.882,44.882,5.506993865,4,0.394,4,0.394,2,2,0.394,62350,0.015101101,4,4,0.315,5.906,62350,0.012,0.005362287,0.724662577,0.63,0,11600,224.8,0.200024571,0,0,0,2,1,30.928,1.216523328,1.383628181,2.865291208,0,0,23.25942506,46.31,0.502279817,0,0,0,0,0,0,0,0,0,
196,1.929504033,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,BA1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/196.csv,9.843,9.843,8.15,8.15,1.18,44.882,44.882,5.506993865,4,0.394,4,0.394,2,2,0.394,62350,0.015101101,4,4,0.315,3.937,62350,0.018,0.008044111,0.483067485,0.42,0,11600,224.8,0.200024571,0,0,0,2,1,31.751,1.296733657,1.929504033,3.250746402,0,0,23.25942506,59.72,0.389464809,0,0,0,0,0,0,0,0,0,
197,2.125578947,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,BA2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/197.csv,9.842519685,9.842519685,8.149606299,8.15,1.18,44.88188976,44.88188976,5.507246377,4,0.393700787,4,0.393700787,2,2,0.393700787,62350,0.015079645,4,4,0.31496063,3.937007874,62350,0.018,0.008042477,0.483091787,0.42,0,11600,337.2,0.300066141,0,0,0,2,1,28.86281384,1.325438596,2.125578947,0,0,0,26.25204784,63.2,0.415355384,0,0,0,0,0,0,0,0,0,
198,1.759729825,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,BA3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/198.csv,9.842519685,9.842519685,8.149606299,8.15,1.18,44.88188976,44.88188976,5.507246377,4,0.393700787,4,0.393700787,2,2,0.393700787,62350,0.015079645,4,4,0.31496063,3.937007874,62350,0.018,0.008042477,0.483091787,0.42,0,11600,337.2,0.300066141,0,0,0,2,1,29.4697064,1.211403509,1.759729825,3.015692982,0,0,26.25204784,63.2,0.415355384,0,0,0,0,0,0,0,0,0,
199,2.053166667,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,BA4,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/199.csv,9.842519685,9.842519685,8.149606299,8.15,1.18,44.88188976,44.88188976,5.507246377,4,0.393700787,4,0.393700787,2,2,0.393700787,62350,0.015079645,4,4,0.31496063,3.937007874,62350,0.018,0.008042477,0.483091787,0.42,0,11600,224.8,0.200044094,0,0,0,2,1,24.7980252,1.269298246,2.053166667,0,0,0,23.24991374,59.71,0.38939769,0,0,0,0,0,0,0,0,0,
200,3.379982456,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,CA1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/200.csv,9.842519685,9.842519685,8.149606299,8.15,1.18,44.88188976,44.88188976,5.507246377,4,0.393700787,4,0.393700787,2,2,0.393700787,62350,0.015079645,4,4,0.31496063,1.968503937,62350,0.037,0.016084954,0.241545894,0.21,0,11600,224.8,0.200044094,0,0,0,2,1,22.7091836,1.395614035,3.379982456,0,0,0,23.24991374,99.93,0.232662259,0,0,0,0,0,0,0,0,0,
201,2.955312281,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,CA2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/201.csv,9.842519685,9.842519685,8.149606299,8.15,1.18,44.88188976,44.88188976,5.507246377,4,0.393700787,4,0.393700787,2,2,0.393700787,62350,0.015079645,4,4,0.31496063,1.968503937,62350,0.037,0.016084954,0.241545894,0.21,0,11600,337.2,0.300066141,0,0,0,2,1,28.4252856,1.473684211,2.955312281,0,0,0,26.25204784,103.43,0.253823626,0,0,0,0,0,0,0,0,0,
202,3.109049123,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,CA3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/202.csv,9.842519685,9.842519685,8.149606299,8.15,1.18,44.88188976,44.88188976,5.507246377,4,0.393700787,4,0.393700787,2,2,0.393700787,62350,0.015079645,4,4,0.31496063,1.968503937,62350,0.037,0.016084954,0.241545894,0.21,0,11600,224.8,0.200044094,0,0,0,2,1,29.58779384,1.374561404,3.109049123,0,0,0,23.24991374,99.93,0.232662259,0,0,0,0,0,0,0,0,0,
203,2.123350877,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,CA4,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/203.csv,9.842519685,9.842519685,8.149606299,8.15,1.18,44.88188976,44.88188976,5.507246377,4,0.393700787,4,0.393700787,2,2,0.393700787,62350,0.015079645,4,4,0.31496063,1.968503937,62350,0.037,0.016084954,0.241545894,0.21,0,11600,337.2,0.300066141,0,0,0,2,1,30.30243304,1.442982456,2.123350877,0,0,0,26.25204784,103.43,0.253823626,0,0,0,0,0,0,0,0,0,
204,4.268314035,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,AB1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/204.csv,9.842519685,9.842519685,7.952755906,7.95,1.18,44.88188976,44.88188976,5.643564356,4,0.787401575,4,0.787401575,2,2,0.787401575,62350,0.060318579,4,4,0.31496063,5.905511811,62350,0.012,0.005361651,0.742574257,0.65,0,11600,224.8,0.200044094,0,0,0,2,1,39.40584392,1.813157895,4.268314035,0,0,0,35.97020332,45.18,0.796126535,0,0,0,0,0,0,0,0,0,
205,3.415631579,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,AB2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/205.csv,9.842519685,9.842519685,7.952755906,7.95,1.18,44.88188976,44.88188976,5.643564356,4,0.787401575,4,0.787401575,2,2,0.787401575,62350,0.060318579,4,4,0.31496063,5.905511811,62350,0.012,0.005361651,0.742574257,0.65,0,11600,337.2,0.300066141,0,0,0,2,1,37.11940312,1.722807018,3.415631579,0,0,0,36.61958656,48.59,0.753590103,0,0,0,0,0,0,0,0,0,
206,3.742935088,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,AB3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/206.csv,9.842519685,9.842519685,7.952755906,7.95,1.18,44.88188976,44.88188976,5.643564356,4,0.787401575,4,0.787401575,2,2,0.787401575,62350,0.060318579,4,4,0.31496063,5.905511811,62350,0.012,0.005361651,0.742574257,0.65,0,11600,337.2,0.300066141,0,0,0,2,1,38.90525928,1.749122807,3.742935088,0,0,0,36.61958656,48.59,0.753590103,0,0,0,0,0,0,0,0,0,
207,3.449052632,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,AB4,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/207.csv,9.842519685,9.842519685,7.952755906,7.95,1.18,44.88188976,44.88188976,5.643564356,4,0.787401575,4,0.787401575,2,2,0.787401575,62350,0.060318579,4,4,0.31496063,5.905511811,62350,0.012,0.005361651,0.742574257,0.65,0,11600,224.8,0.200044094,0,0,0,2,1,46.03153168,1.871052632,3.449052632,3.89667193,0,0,35.97020332,45.18,0.796126535,0,0,0,0,0,0,0,0,0,
208,4.730861404,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,BB,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/208.csv,9.842519685,9.842519685,7.952755906,7.95,1.18,44.88188976,44.88188976,5.643564356,4,0.787401575,4,0.787401575,2,2,0.787401575,62350,0.060318579,4,4,0.31496063,3.937007874,62350,0.018,0.008042477,0.495049505,0.43,0,11600,224.8,0.200044094,0,0,0,2,1,36.3290288,2.048245614,4.730861404,0,0,0,35.97020332,58.27,0.61735347,0,0,0,0,0,0,0,0,0,
209,3.126205263,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,BB1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/209.csv,9.842519685,9.842519685,7.952755906,7.95,1.18,44.88188976,44.88188976,5.643564356,4,0.787401575,4,0.787401575,2,2,0.787401575,62350,0.060318579,4,4,0.31496063,3.937007874,62350,0.018,0.008042477,0.495049505,0.43,0,11600,224.8,0.200044094,0,0,0,2,1,43.85821024,2.057894737,3.126205263,0,0,0,35.97020332,58.27,0.61735347,0,0,0,0,0,0,0,0,0,
210,3.552657895,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,BB4,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/210.csv,9.842519685,9.842519685,7.952755906,7.95,1.18,44.88188976,44.88188976,5.643564356,4,0.787401575,4,0.787401575,2,2,0.787401575,62350,0.060318579,4,4,0.31496063,3.937007874,62350,0.018,0.008042477,0.495049505,0.43,0,11600,337.2,0.300066141,0,0,0,2,1,39.3420232,1.509649123,3.552657895,0,0,0,36.61958656,61.68,0.593730104,0,0,0,0,0,0,0,0,0,
211,4.274552632,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,BB4B,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/211.csv,9.842519685,9.842519685,7.952755906,7.95,1.18,44.88188976,44.88188976,5.643564356,4,0.787401575,4,0.787401575,2,2,0.787401575,62350,0.060318579,4,4,0.31496063,3.937007874,62350,0.018,0.008042477,0.495049505,0.43,0,11600,337.2,0.300066141,0,0,0,2,1,38.33318824,1.574561404,4.274552632,0,0,0,36.61958656,61.68,0.593730104,0,0,0,0,0,0,0,0,0,
212,5.241312281,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,CB1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/212.csv,9.842519685,9.842519685,7.952755906,7.95,1.18,44.88188976,44.88188976,5.643564356,4,0.787401575,4,0.787401575,2,2,0.787401575,62350,0.060318579,4,4,0.31496063,1.968503937,62350,0.037,0.016084954,0.247524752,0.22,0,11600,224.8,0.200044094,0,0,0,2,1,38.55902232,2.198245614,5.241312281,0,0,0,35.97020332,97.52,0.368864163,0,0,0,0,0,0,0,0,0,
213,5.403070175,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,CB2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/213.csv,9.842519685,9.842519685,7.952755906,7.95,1.18,44.88188976,44.88188976,5.643564356,4,0.787401575,4,0.787401575,2,2,0.787401575,62350,0.060318579,4,4,0.31496063,1.968503937,62350,0.037,0.016084954,0.247524752,0.22,0,11600,224.8,0.200044094,0,0,0,2,1,38.9118684,2.465789474,5.403070175,0,0,0,35.97020332,97.52,0.368864163,0,0,0,0,0,0,0,0,0,
214,5.162215789,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,CB3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/214.csv,9.842519685,9.842519685,7.952755906,7.95,1.18,44.88188976,44.88188976,5.643564356,4,0.787401575,4,0.787401575,2,2,0.787401575,62350,0.060318579,4,4,0.31496063,1.968503937,62350,0.037,0.016084954,0.247524752,0.22,0,11600,337.2,0.300066141,0,0,0,2,1,38.30495336,2.623684211,5.162215789,0,0,0,36.61958656,100.93,0.362828397,0,0,0,0,0,0,0,0,0,
215,5.25557193,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,CB4,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/215.csv,9.842519685,9.842519685,7.952755906,7.95,1.18,44.88188976,44.88188976,5.643564356,4,0.787401575,4,0.787401575,2,2,0.787401575,62350,0.060318579,4,4,0.31496063,1.968503937,62350,0.037,0.016084954,0.247524752,0.22,0,11600,337.2,0.300066141,0,0,0,2,1,39.75869,2.65,5.25557193,0,0,0,36.61958656,100.93,0.362828397,0,0,0,0,0,0,0,0,0,
216,5.226199572,Wehbe;N.;Saiidi;M.S.;Sanders;D;(1998). Confinement of Rectangular Bridge Columns for Modrate Seismic Areas;National Center for Earthquake Engineering Research. 12.,Wehbe et al.,A1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/216.csv,24.01574803,14.96062992,22.3011811,13.25,1.1,91.92913386,91.92913386,4.122164357,4,0.751968504,4,0.751968504,2,5,0.751968504,64960,0.022249266,4,4,0.236220472,4.330708661,62060,0.004,0.002705678,0.194191897,0.3,2,3944,138.252,0.097563757,0,0,0,2,1,82.82416102,5.157233623,5.226199572,0,6.976025696,57.052,61.89416667,93.38,0.662844418,0,0,0,0,0,0,0,0,0,
217,4.379460385,Wehbe;N.;Saiidi;M.S.;Sanders;D;(1998). Confinement of Rectangular Bridge Columns for Modrate Seismic Areas;National Center for Earthquake Engineering Research. 12.,Wehbe et al.,A2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/217.csv,24.01574803,14.96062992,22.3011811,13.25,1.1,91.92913386,91.92913386,4.122164357,4,0.751968504,4,0.751968504,2,5,0.751968504,64960,0.022249266,4,4,0.236220472,4.330708661,62060,0.004,0.002705678,0.194191897,0.3,2,3944,338.324,0.238753585,0,0,0,2,1,89.9831643,3.434167132,4.379460385,0,5.235010707,50.4,68.83041524,105.17,0.654464778,0,0,0,0,0,0,0,0,0,
218,6.886282655,Wehbe;N.;Saiidi;M.S.;Sanders;D;(1998). Confinement of Rectangular Bridge Columns for Modrate Seismic Areas;National Center for Earthquake Engineering Research. 12.,Wehbe et al.,B1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/218.csv,24.01574803,14.96062992,22.41929134,13.36,0.98,91.92913386,91.92913386,4.100447801,4,0.751968504,4,0.751968504,2,5,0.751968504,64960,0.022249266,4,4,0.236220472,3.267716535,62060,0.005,0.003585838,0.145754676,0.23,2,4074.5,135.1048,0.09228911,0,0,0,2,1,85.41241606,5.881160493,6.886282655,0,7.867473233,42.735,62.63904722,112.43,0.557114677,0,0,0,0,0,0,0,0,0,
219,5.546119914,Wehbe;N.;Saiidi;M.S.;Sanders;D;(1998). Confinement of Rectangular Bridge Columns for Modrate Seismic Areas;National Center for Earthquake Engineering Research. 12.,Wehbe et al.,B2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/219.csv,24.01574803,14.96062992,22.41929134,13.36,0.98,91.92913386,91.92913386,4.100447801,4,0.751968504,4,0.751968504,2,5,0.751968504,64960,0.022249266,4,4,0.236220472,3.267716535,62060,0.005,0.003585838,0.145754676,0.23,2,4074.5,340.3472,0.232488707,0,0,0,2,1,96.8668213,4.475186077,5.546119914,0,6.468025696,57,70.15864135,124.67,0.562733213,0,0,0,0,0,0,0,0,0,
220,7.0275,"Xiao;Y. M.;Armen (1998). ""Seismic Performance of High-Strength Concrete Columns."" Journal of Structural Engineering (ASCE) 124(3): 241-251.",Xiao and Martirossyan,HC4-8L19-T10-0.1P,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/220.csv,10,10,8.738188976,8.74,0.51,40,20,2.288803785,3,0.751968504,3,0.751968504,2,1,0.751968504,73950,0.035528688,3,3,0.374015748,2.007874016,73950,0.037,0.016415513,0.229781482,0.22,0,11020,109.9272,0.09975245,0,0,0,3,1,72.86347085,6.89805,7.0275,0,9.4875,26.792,67.97864371,142.55,0.476869091,0,0,0,0,0,0,0,0,0,
221,5.854,"Xiao;Y. M.;Armen (1998). ""Seismic Performance of High-Strength Concrete Columns."" Journal of Structural Engineering (ASCE) 124(3): 241-251.",Xiao and Martirossyan,HC4-8L19-T10-0.2P,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/221.csv,10,10,8.738188976,8.74,0.51,40,20,2.288803785,3,0.751968504,3,0.751968504,2,1,0.751968504,73950,0.035528688,3,3,0.374015748,2.007874016,73950,0.037,0.016415513,0.229781482,0.22,0,11020,220.0792,0.199708893,0,0,0,3,1,85.05237862,2.91225,5.854,0,0,0,77.88231442,152.75,0.509880957,0,0,0,0,0,0,0,0,0,
222,7.2905,"Xiao;Y. M.;Armen (1998). ""Seismic Performance of High-Strength Concrete Columns."" Journal of Structural Engineering (ASCE) 124(3): 241-251.",Xiao and Martirossyan,HC4-8L16-T10-0.1P,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/222.csv,10,10,8.801181102,8.8,0.51,40,20,2.272422277,3,0.625984252,3,0.625984252,2,1,0.625984252,73950,0.024621056,3,3,0.374015748,2.007874016,73950,0.037,0.016415513,0.228136882,0.22,0,12470,120.0432,0.096265597,0,0,0,3,1,61.92445107,2.6435,7.2905,0,0,0,59.07678941,146.25,0.403941688,0,0,0,0,0,0,0,0,0,
223,6.784,"Xiao;Y. M.;Armen (1998). ""Seismic Performance of High-Strength Concrete Columns."" Journal of Structural Engineering (ASCE) 124(3): 241-251.",Xiao and Martirossyan,HC4-8L16-T10-0.2P,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/223.csv,10,10,8.801181102,8.8,0.51,40,20,2.272422277,3,0.625984252,3,0.625984252,2,1,0.625984252,73950,0.024621056,3,3,0.374015748,2.007874016,73950,0.037,0.016415513,0.228136882,0.22,0,12470,240.0864,0.192531195,0,0,0,3,1,71.68357658,3.4145,6.784,0,0,0,71.27964637,157.34,0.453035248,0,0,0,0,0,0,0,0,0,
224,0.720513333,Sugano;S. (1996). Seismic Behavior of Reinforced Concrete Columns Which used Ultra-High-Strength Concrete. Eleventh World Conference on Earthquake Engineering. Acapulco (Mexico).,Sugano,UC10H,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/224.csv,8.858267717,8.858267717,8.019685039,8.02,0.44,35.43307087,17.71653543,2.209131075,4,0.393700787,4,0.393700787,2,2,0.393700787,56985,0.018616845,4,4,0.200787402,1.771653543,205175,0.031757555,0.008070402,0.220913108,0.21,2,17110,804.5592,0.599253243,0,0,0,3,1,75.1394,0.676990342,0.720513333,0,0,0,44.00884728,201.27,0.218656352,0,0,0,0,0,0,0,0,0,
225,1.802835556,Sugano;S. (1996). Seismic Behavior of Reinforced Concrete Columns Which used Ultra-High-Strength Concrete. Eleventh World Conference on Earthquake Engineering. Acapulco (Mexico).,Sugano,UC15H,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/225.csv,8.858267717,8.858267717,7.968503937,7.97,0.44,35.43307087,17.71653543,2.223320158,4,0.393700787,4,0.393700787,2,2,0.393700787,56985,0.018616845,4,4,0.251968504,1.771653543,206480,0.050011129,0.0127091,0.222332016,0.21,2,17110,804.5592,0.599253243,0,0,0,3,1,82.052,0.862041352,1.802835556,2.654582222,0,0,43.92938035,268.34,0.163709964,0,0,0,0,0,0,0,0,0,
226,2.704253333,Sugano;S. (1996). Seismic Behavior of Reinforced Concrete Columns Which used Ultra-High-Strength Concrete. Eleventh World Conference on Earthquake Engineering. Acapulco (Mexico).,Sugano,UC20H,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/226.csv,8.858267717,8.858267717,7.968503937,7.97,0.44,35.43307087,17.71653543,2.223320158,4,0.393700787,4,0.393700787,2,2,0.393700787,56985,0.018616845,4,4,0.251968504,1.377952756,206480,0.050011129,0.016340271,0.172924901,0.16,2,17110,804.5592,0.599253243,0,0,0,3,1,91.887,1.165012703,2.704253333,4.575951111,0,0,43.92938035,321.26,0.136740749,0,0,0,0,0,0,0,0,0,
227,2.726266667,Sugano;S. (1996). Seismic Behavior of Reinforced Concrete Columns Which used Ultra-High-Strength Concrete. Eleventh World Conference on Earthquake Engineering. Acapulco (Mexico).,Sugano,UC15L,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/227.csv,8.858267717,8.858267717,7.968503937,7.97,0.44,35.43307087,17.71653543,2.223320158,4,0.393700787,4,0.393700787,2,2,0.393700787,56985,0.018616845,4,4,0.251968504,1.771653543,206480,0.050011129,0.0127091,0.222332016,0.21,2,17110,469.6072,0.349773686,0,0,0,3,1,82.6702,0.879502676,2.726266667,0,0,0,67.98768757,250.31,0.271610176,0,0,0,0,0,0,0,0,0,
228,3.638973333,Sugano;S. (1996). Seismic Behavior of Reinforced Concrete Columns Which used Ultra-High-Strength Concrete. Eleventh World Conference on Earthquake Engineering. Acapulco (Mexico).,Sugano,UC20L,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/228.csv,8.858267717,8.858267717,7.968503937,7.97,0.44,35.43307087,17.71653543,2.223320158,4,0.393700787,4,0.393700787,2,2,0.393700787,56985,0.018616845,4,4,0.251968504,1.377952756,206480,0.050011129,0.016340271,0.172924901,0.16,2,17110,469.6072,0.349773686,0,0,0,3,1,83.176,1.344050924,3.638973333,0,0,0,67.98768757,303.24,0.224206295,0,0,0,0,0,0,0,0,0,
