ID,Drift ratio at 0.8Vmax1 [%],References,First Author,Col.Name,Data File,Section depth (h) [in.],Section width (b) [in.],d1 [in.],d2 [in.],Clear Cover cc [in.],lc [in.],a [in.],a/d1,Longi. bars along first face (perp.),Bar dia. [in.],Longi. bars along second face (perp.),Bar dia. [in.],Longi. bars in middle layers(perp.),Longi. bars in middle layers (parl.),Bar dia. [in.],fy (longi. reinf.) [psi],pL (longi. reinf.),Trans. reinf. legs perp. to load,Trans. reinf. legs parl. to load,Trans. bar dia. [in.],Spacing of trans. reinf. (s) [in.],fy (trans. reinf.) [psi],pt (trans. reinf. volumetric ratio),pv (trans. reinf. ratio),s/d1 (primary),s/d2 (secondary),Seismic hoops,f'c [psi],Axial load(P) [kips],Axial load ratio,Spliced longi. bars,Splice length [in.],Splice height [in.],Test configuration,Number of loading directions,Maximum lateral load (primary) (Vmax1) [kips],Drift ratio at Vmax1 [%],Drift ratio at 0.8Vmax1 [%],Drift ratio at 0.25Vmax [%],Drift ratio at axial failure (primary) [%],Lateral load at axial failure (primary) [kips],Vp1 (primary) [kips],Vo1 (primary) [kips],Vp1/Vo1,Maximum lateral load (secondary) (Vmax2) [kips],Drift ratio at Vmax2 [%],Drift ratio at 0.8Vmax2 [%],Drift ratio at 0.25Vmax2 [%],Drift ratio at axial failure (secondary) [%],Lateral load at axial failure (secondary) [kips],Vp2 (secondary) [kips],Vo2 (secondary) [kips],Vp2/Vo2,
155,4.613148,"Kanda;M. S.;Nobuaki; Adachi;Hiromi; Sato;Toshio (1988). ""Analytical Study on Elasto-Plastic Hysteretic Behaviors of Reinforced Concrete Members."" Transactions of the Japan Concrete Insitute 10: 257-264.",Kanda et al.,85STC-2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/155.csv,9.842519685,9.842519685,7.998031496,8,1.38,59.05511811,29.52755906,3.69185331,3,0.5,3,0.5,2,1,0.5,54230,0.016214639,2,2,0.216535433,1.968503937,73370,0.004,0.003801327,0.246123554,0.21,0,4045.5,41.34072,0.105485617,0,0,0,3,1,17.9898448,1.599733333,4.613148,0,0,0,14.84684476,33.62,0.441672852,0,0,0,0,0,0,0,0,0,
156,4.613317333,"Kanda;M. S.;Nobuaki; Adachi;Hiromi; Sato;Toshio (1988). ""Analytical Study on Elasto-Plastic Hysteretic Behaviors of Reinforced Concrete Members."" Transactions of the Japan Concrete Insitute 10: 257-264.",Kanda et al.,85STC-3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/156.csv,9.842519685,9.842519685,7.998031496,8,1.38,59.05511811,29.52755906,3.69185331,3,0.5,3,0.5,2,1,0.5,54230,0.016214639,2,2,0.216535433,1.968503937,73370,0.004,0.003801327,0.246123554,0.21,0,4045.5,41.34072,0.105485617,0,0,0,3,1,18.407748,1.729866667,4.613317333,0,0,0,14.84684476,33.62,0.441672852,0,0,0,0,0,0,0,0,0,
157,2.286004572,"Kanda;M. S.;Nobuaki; Adachi;Hiromi; Sato;Toshio (1988). ""Analytical Study on Elasto-Plastic Hysteretic Behaviors of Reinforced Concrete Members."" Transactions of the Japan Concrete Insitute 10: 257-264.",Kanda et al.,85PDC-1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/157.csv,9.843,9.843,7.999,8,1.38,59.055,29.528,3.691461433,3,0.5,3,0.5,2,1,0.5,54230,0.016213057,2,2,0.2165,1.969,51040,0.004,0.00379894,0.246155769,0.21,0,3596,41.363,0.118723687,0,0,0,3,1,19.014,1.747523495,2.286004572,0,0,0,14.46662829,26.44,0.5472044,0,0,0,0,0,0,0,0,0,
158,2.510366667,"Kanda;M. S.;Nobuaki; Adachi;Hiromi; Sato;Toshio (1988). ""Analytical Study on Elasto-Plastic Hysteretic Behaviors of Reinforced Concrete Members."" Transactions of the Japan Concrete Insitute 10: 257-264.",Kanda et al.,85PDC-2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/158.csv,9.842519685,9.842519685,7.998031496,8,1.38,59.05511811,29.52755906,3.69185331,3,0.5,3,0.5,2,1,0.5,54230,0.016214639,2,2,0.216535433,1.968503937,73370,0.004,0.003801327,0.246123554,0.21,0,4045.5,41.3632,0.105542977,0,0,0,3,1,18.3432304,1.34,2.510366667,0,0,0,14.8489792,33.62,0.441714359,0,0,0,0,0,0,0,0,0,
159,2.859362667,"Kanda;M. S.;Nobuaki; Adachi;Hiromi; Sato;Toshio (1988). ""Analytical Study on Elasto-Plastic Hysteretic Behaviors of Reinforced Concrete Members."" Transactions of the Japan Concrete Insitute 10: 257-264.",Kanda et al.,85PDC-3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/159.csv,9.842519685,9.842519685,7.998031496,8,1.38,59.05511811,29.52755906,3.69185331,3,0.5,3,0.5,2,1,0.5,54230,0.016214639,2,2,0.216535433,1.968503937,73370,0.004,0.003801327,0.246123554,0.21,0,4045.5,41.3632,0.105542977,0,0,0,3,1,17.41638,1.6636,2.859362667,0,0,0,14.8489792,33.62,0.441714359,0,0,0,0,0,0,0,0,0,
160,5.816611633,"Muguruma;H. W.;Fumio; Komuro;Tsutomu (1989). ""Applicability of High Strength Concrete to Reinforced Concrete Ductile Column."" Transactions of the Japan Concrete Insitute 11: 309-316.",Mugurma et al.,AL-1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/160.csv,7.874,7.874,7.033,7.03,0.35,19.685,19.685,2.798947817,4,0.5,4,0.5,2,1,0.5,57942,0.031669344,4,4,0.2362,1.378,47618,0.016,0.01615344,0.195933457,0.19,0,12426.5,308.201,0.400031691,0,0,0,2,1,54.527,0.96012192,5.816611633,0,0,0,39.95195829,77.01,0.518761875,0,0,0,0,0,0,0,0,0,
161,10.018268,"Muguruma;H. W.;Fumio; Komuro;Tsutomu (1989). ""Applicability of High Strength Concrete to Reinforced Concrete Ductile Column."" Transactions of the Japan Concrete Insitute 11: 309-316.",Mugurma et al.,AH-1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/161.csv,7.874015748,7.874015748,7.033464567,7.03,0.35,19.68503937,19.68503937,2.798768542,4,0.5,4,0.5,2,2,0.5,57942,0.038003061,4,4,0.236220472,1.377952756,114883.5,0.016,0.016156762,0.195913798,0.19,0,12426.5,308.2008,0.400029832,0,0,0,2,1,54.880424,2.012,10.018268,0,0,0,40.93071584,137.22,0.298293348,0,0,0,0,0,0,0,0,0,
162,2.072644145,"Muguruma;H. W.;Fumio; Komuro;Tsutomu (1989). ""Applicability of High Strength Concrete to Reinforced Concrete Ductile Column."" Transactions of the Japan Concrete Insitute 11: 309-316.",Mugurma et al.,AL-2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/162.csv,7.874,7.874,7.033,7.03,0.35,19.685,19.685,2.798947817,4,0.5,4,0.5,2,2,0.5,57942,0.038003213,4,4,0.2362,1.378,47618,0.016,0.01615344,0.195933457,0.19,0,12426.5,484.669,0.629079594,0,0,0,2,1,54.433,1.524003048,2.072644145,0,0,0,31.31889726,84.81,0.369261952,0,0,0,0,0,0,0,0,0,
163,4.134104,"Muguruma;H. W.;Fumio; Komuro;Tsutomu (1989). ""Applicability of High Strength Concrete to Reinforced Concrete Ductile Column."" Transactions of the Japan Concrete Insitute 11: 309-316.",Mugurma et al.,AH-2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/163.csv,7.874015748,7.874015748,7.033464567,7.03,0.35,19.68503937,19.68503937,2.798768542,4,0.5,4,0.5,2,2,0.5,57942,0.038003061,4,4,0.236220472,1.377952756,114883.5,0.016,0.016156762,0.195913798,0.19,0,12426.5,484.6688,0.629076818,0,0,0,2,1,55.453664,1.508,4.134104,0,0,0,31.32057739,145.02,0.215977727,0,0,0,0,0,0,0,0,0,
164,6.364224,"Muguruma;H. W.;Fumio; Komuro;Tsutomu (1989). ""Applicability of High Strength Concrete to Reinforced Concrete Ductile Column."" Transactions of the Japan Concrete Insitute 11: 309-316.",Mugurma et al.,BL-1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/164.csv,7.874015748,7.874015748,7.033464567,7.03,0.35,19.68503937,19.68503937,2.798768542,4,0.5,4,0.5,2,2,0.5,57942,0.038003061,4,4,0.236220472,1.377952756,47618,0.016,0.016156762,0.195913798,0.19,0,16791,264.3648,0.253941984,0,0,0,2,1,57.254312,0.872,6.364224,0,0,0,49.07398364,77.69,0.63162972,0,0,0,0,0,0,0,0,0,
165,8.501888,"Muguruma;H. W.;Fumio; Komuro;Tsutomu (1989). ""Applicability of High Strength Concrete to Reinforced Concrete Ductile Column."" Transactions of the Japan Concrete Insitute 11: 309-316.",Mugurma et al.,BH-1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/165.csv,7.874015748,7.874015748,7.033464567,7.03,0.35,19.68503937,19.68503937,2.798768542,4,0.5,4,0.5,2,2,0.5,57942,0.038003061,4,4,0.236220472,1.377952756,114883.5,0.016,0.016156762,0.195913798,0.19,0,16791,264.3648,0.253941984,0,0,0,2,1,57.445392,1.05,8.501888,0,0,0,49.07398364,137.88,0.355911468,0,0,0,0,0,0,0,0,0,
166,3.41376,"Muguruma;H. W.;Fumio; Komuro;Tsutomu (1989). ""Applicability of High Strength Concrete to Reinforced Concrete Ductile Column."" Transactions of the Japan Concrete Insitute 11: 309-316.",Mugurma et al.,BL-2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/166.csv,7.874015748,7.874015748,7.033464567,7.03,0.35,19.68503937,19.68503937,2.798768542,4,0.5,4,0.5,2,2,0.5,57942,0.038003061,4,4,0.236220472,1.377952756,47618,0.016,0.016156762,0.195913798,0.19,0,16791,440.3832,0.423020704,0,0,0,2,1,64.890768,0.748,3.41376,0,0,0,46.79197722,86.47,0.541105981,0,0,0,0,0,0,0,0,0,
167,6.013196,"Muguruma;H. W.;Fumio; Komuro;Tsutomu (1989). ""Applicability of High Strength Concrete to Reinforced Concrete Ductile Column."" Transactions of the Japan Concrete Insitute 11: 309-316.",Mugurma et al.,BH-2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/167.csv,7.874015748,7.874015748,7.033464567,7.03,0.35,19.68503937,19.68503937,2.798768542,4,0.5,4,0.5,2,2,0.5,57942,0.038003061,4,4,0.236220472,1.377952756,114883.5,0.016,0.016156762,0.195913798,0.19,0,16791,440.3832,0.423020704,0,0,0,2,1,64.755888,1.534,6.013196,0,0,0,46.79197722,146.66,0.31904412,0,0,0,0,0,0,0,0,0,
168,2.005076,"Sakai;Y. H.;Junichi; Otani;Shunsuke; Aoyama;Hiroyuki (1990). ""Experimental Study on Flexural Behavior of Reinforced Concrete Columns Using High-Strength Concrete."" Transactions of the Japan Concrete Institute 12: 323-330.",Sakai et al.,B1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/168.csv,9.842519685,9.842519685,8.470472441,8.47,0.93,39.37007874,19.68503937,2.323960028,4,0.5,4,0.5,2,2,0.5,54955,0.024321959,4,4,0.196850394,2.362204724,112230,0.005,0.005235988,0.278875203,0.25,0,14427.5,489.1648,0.349986692,0,0,0,3,1,92.714264,0.8105,2.005076,0,0,0,76.52052033,117,0.654041584,0,0,0,0,0,0,0,0,0,
169,4.008374,"Sakai;Y. H.;Junichi; Otani;Shunsuke; Aoyama;Hiroyuki (1990). ""Experimental Study on Flexural Behavior of Reinforced Concrete Columns Using High-Strength Concrete."" Transactions of the Japan Concrete Institute 12: 323-330.",Sakai et al.,B2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/169.csv,9.842519685,9.842519685,8.470472441,8.47,0.93,39.37007874,19.68503937,2.323960028,4,0.5,4,0.5,2,2,0.5,54955,0.024321959,4,4,0.196850394,1.57480315,112230,0.007,0.007853982,0.185916802,0.17,0,14427.5,489.1648,0.349986692,0,0,0,3,1,92.986272,1.0145,4.008374,0,0,0,76.52052033,141.49,0.540810842,0,0,0,0,0,0,0,0,0,
170,1.830324,"Sakai;Y. H.;Junichi; Otani;Shunsuke; Aoyama;Hiroyuki (1990). ""Experimental Study on Flexural Behavior of Reinforced Concrete Columns Using High-Strength Concrete."" Transactions of the Japan Concrete Institute 12: 323-330.",Sakai et al.,B3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/170.csv,9.842519685,9.842519685,8.450787402,8.45,0.93,39.37007874,19.68503937,2.329373399,4,0.5,4,0.5,2,2,0.5,54955,0.024321959,4,4,0.216535433,2.362204724,49880,0.006,0.006335545,0.279524808,0.25,0,14427.5,489.1648,0.349986692,0,0,0,3,1,96.288584,1.012,1.830324,1.66497,0,0,76.40310024,94.13,0.811657909,0,0,0,0,0,0,0,0,0,
171,2.003044,"Sakai;Y. H.;Junichi; Otani;Shunsuke; Aoyama;Hiroyuki (1990). ""Experimental Study on Flexural Behavior of Reinforced Concrete Columns Using High-Strength Concrete."" Transactions of the Japan Concrete Institute 12: 323-330.",Sakai et al.,B4,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/171.csv,9.842519685,9.842519685,8.470472441,8.47,0.93,39.37007874,19.68503937,2.323960028,4,0.5,4,0.5,2,2,0.5,54955,0.024321959,4,4,0.196850394,2.362204724,163270,0.005,0.005235988,0.278875203,0.25,0,14427.5,489.1648,0.349986692,0,0,0,3,1,91.086712,1.0025,2.003044,0,0,0,76.52052033,139.28,0.549413153,0,0,0,0,0,0,0,0,0,
172,1.744218,"Sakai;Y. H.;Junichi; Otani;Shunsuke; Aoyama;Hiroyuki (1990). ""Experimental Study on Flexural Behavior of Reinforced Concrete Columns Using High-Strength Concrete."" Transactions of the Japan Concrete Institute 12: 323-330.",Sakai et al.,B5,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/172.csv,9.842519685,9.842519685,8.470472441,8.47,0.93,39.37007874,19.68503937,2.323960028,4,0.5,4,0.5,2,2,0.5,54955,0.024321959,4,4,0.196850394,1.181102362,112230,0.005,0.010471976,0.139437602,0.13,0,14427.5,489.1648,0.349986692,0,0,0,3,1,91.176632,0.835,1.744218,0,0,0,76.52052033,165.99,0.46100031,0,0,0,0,0,0,0,0,0,
173,1.955546,"Sakai;Y. H.;Junichi; Otani;Shunsuke; Aoyama;Hiroyuki (1990). ""Experimental Study on Flexural Behavior of Reinforced Concrete Columns Using High-Strength Concrete."" Transactions of the Japan Concrete Institute 12: 323-330.",Sakai et al.,B6,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/173.csv,9.842519685,9.842519685,8.391519685,8.39,1,39.37007874,19.68503937,2.345825322,4,0.5,4,0.5,2,2,0.5,54955,0.024321959,4,4,0.196850394,2.362204724,124265,0.005,0.005235988,0.281499039,0.25,0,14427.5,489.1648,0.349986692,0,0,0,3,1,94.431736,0.9055,1.955546,0,0,0,76.0518567,121.11,0.627954023,0,0,0,0,0,0,0,0,0,
174,1.056642113,"Sakai;Y. H.;Junichi; Otani;Shunsuke; Aoyama;Hiroyuki (1990). ""Experimental Study on Flexural Behavior of Reinforced Concrete Columns Using High-Strength Concrete."" Transactions of the Japan Concrete Institute 12: 323-330.",Sakai et al.,B7,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/174.csv,9.843,9.843,8.071,8.07,1.2,39.37,19.685,2.438979061,2,0.748,2,0.748,0,0,0.748,49155,0.01814254,2,2,0.1969,1.181,112230,0.005,0.005238825,0.146326354,0.13,0,14427.5,489.165,0.349952679,0,0,0,3,1,91.062,0.812801626,1.056642113,2.242824486,0,0,73.91964955,111.51,0.662896618,0,0,0,0,0,0,0,0,0,
175,2.49757517,Atalay;M. B. P.;J (1975). The Seismic Behavior of Critical Regions of Reinforced Concrete Components as Influenced by Moment;Shear and Axial Force. Berkeley;University of California: 226.,Atalay and Penzein,No.1S1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/175.csv,12.008,12.008,9.941,9.94,1.26,65.984,65.984,6.637561614,2,0.866,2,0.866,0,0,0.866,53215,0.016339708,2,2,0.374,2.992,52635,0.015,0.006115484,0.300975757,0.27,0,4219.5,60.022,0.098652504,0,0,0,2,1,13.874,1.050254607,2.49757517,0,0,0,12.3483366,48.16,0.256376355,0,0,0,0,0,0,0,0,0,
176,3.228800716,Atalay;M. B. P.;J (1975). The Seismic Behavior of Critical Regions of Reinforced Concrete Components as Influenced by Moment;Shear and Axial Force. Berkeley;University of California: 226.,Atalay and Penzein,No.2S1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/176.csv,12.00787402,12.00787402,9.940944882,9.94,1.26,65.98425197,65.98425197,6.637623762,2,0.866141732,2,0.866141732,0,0,0.866141732,53215,0.0163454,2,2,0.374015748,5,52635,0.009,0.003659852,0.502970297,0.45,0,4451.5,60.0216,0.093512344,0,0,0,2,1,13.7568608,1.084427208,3.228800716,0,0,0,12.44295356,32.93,0.377849715,0,0,0,0,0,0,0,0,0,
177,3.066792363,Atalay;M. B. P.;J (1975). The Seismic Behavior of Critical Regions of Reinforced Concrete Components as Influenced by Moment;Shear and Axial Force. Berkeley;University of California: 226.,Atalay and Penzein,No.3S1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/177.csv,12.00787402,12.00787402,9.940944882,9.94,1.26,65.98425197,65.98425197,6.637623762,2,0.866141732,2,0.866141732,0,0,0.866141732,53215,0.0163454,2,2,0.374015748,2.992125984,52635,0.015,0.006115805,0.300990099,0.27,0,4234,60.0216,0.098316061,0,0,0,2,1,13.086732,0.990393795,3.066792363,0,0,0,12.35632882,48.18,0.256470149,0,0,0,0,0,0,0,0,0,
178,2.38299284,Atalay;M. B. P.;J (1975). The Seismic Behavior of Critical Regions of Reinforced Concrete Components as Influenced by Moment;Shear and Axial Force. Berkeley;University of California: 226.,Atalay and Penzein,No.4S1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/178.csv,12.00787402,12.00787402,9.940944882,9.94,1.26,65.98425197,65.98425197,6.637623762,2,0.866141732,2,0.866141732,0,0,0.866141732,62205,0.0163454,2,2,0.374015748,5,52635,0.009,0.003659852,0.502970297,0.45,0,4002,60.0216,0.104015543,0,0,0,2,1,16.012504,1.758174224,2.38299284,0,0,0,13.48642968,32.55,0.414376485,0,0,0,0,0,0,0,0,0,
179,3.081341289,Atalay;M. B. P.;J (1975). The Seismic Behavior of Critical Regions of Reinforced Concrete Components as Influenced by Moment;Shear and Axial Force. Berkeley;University of California: 226.,Atalay and Penzein,No.5S1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/179.csv,12.00787402,12.00787402,9.940944882,9.94,1.26,65.98425197,65.98425197,6.637623762,2,0.866141732,2,0.866141732,0,0,0.866141732,62205,0.0163454,2,2,0.374015748,2.992125984,56840,0.015,0.006115805,0.300990099,0.27,0,4263,120.0432,0.195294488,0,0,0,2,1,17.2304704,1.229594272,3.081341289,0,0,0,16.62998368,53.53,0.310661789,0,0,0,0,0,0,0,0,0,
180,3.084523866,Atalay;M. B. P.;J (1975). The Seismic Behavior of Critical Regions of Reinforced Concrete Components as Influenced by Moment;Shear and Axial Force. Berkeley;University of California: 226.,Atalay and Penzein,No.6S1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/180.csv,12.00787402,12.00787402,9.940944882,9.94,1.26,65.98425197,65.98425197,6.637623762,2,0.866141732,2,0.866141732,0,0,0.866141732,62205,0.0163454,2,2,0.374015748,5,56840,0.009,0.003659852,0.502970297,0.45,0,4611,120.0432,0.180555281,0,0,0,2,1,16.8395432,1.83526253,3.084523866,0,0,0,16.88677326,37.18,0.454140478,0,0,0,0,0,0,0,0,0,
181,2.250536993,Atalay;M. B. P.;J (1975). The Seismic Behavior of Critical Regions of Reinforced Concrete Components as Influenced by Moment;Shear and Axial Force. Berkeley;University of California: 226.,Atalay and Penzein,No.9,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/181.csv,12.00787402,12.00787402,9.940944882,9.94,1.26,65.98425197,65.98425197,6.637623762,2,0.866141732,2,0.866141732,0,0,0.866141732,52635,0.0163454,2,2,0.374015748,2.992125984,56840,0.015,0.006115805,0.300990099,0.27,0,4828.5,180.0648,0.258633241,0,0,0,2,1,17.7284024,1.21300716,2.250536993,0,0,0,18.40977809,55.98,0.3288754,0,0,0,0,0,0,0,0,0,
182,2.391479714,Atalay;M. B. P.;J (1975). The Seismic Behavior of Critical Regions of Reinforced Concrete Components as Influenced by Moment;Shear and Axial Force. Berkeley;University of California: 226.,Atalay and Penzein,No.10,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/182.csv,12.00787402,12.00787402,9.940944882,9.94,1.26,65.98425197,65.98425197,6.637623762,2,0.866141732,2,0.866141732,0,0,0.866141732,52635,0.0163454,2,2,0.374015748,5,56840,0.009,0.003659852,0.502970297,0.45,0,4698,180.0648,0.265817498,0,0,0,2,1,17.5274312,1.519749403,2.391479714,0,0,0,18.28381261,39.19,0.466530533,0,0,0,0,0,0,0,0,0,
183,2.229622912,Atalay;M. B. P.;J (1975). The Seismic Behavior of Critical Regions of Reinforced Concrete Components as Influenced by Moment;Shear and Axial Force. Berkeley;University of California: 226.,Atalay and Penzein,No.11,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/183.csv,12.00787402,12.00787402,9.940944882,9.94,1.26,65.98425197,65.98425197,6.637623762,2,0.866141732,2,0.866141732,0,0,0.866141732,52635,0.0163454,2,2,0.374015748,2.992125984,54085,0.015,0.006115805,0.300990099,0.27,0,4495,180.0648,0.277822159,0,0,0,2,1,18.459452,1.173926014,2.229622912,0,0,0,18.08590392,53.65,0.337126923,0,0,0,0,0,0,0,0,0,
184,2.516357995,Atalay;M. B. P.;J (1975). The Seismic Behavior of Critical Regions of Reinforced Concrete Components as Influenced by Moment;Shear and Axial Force. Berkeley;University of California: 226.,Atalay and Penzein,No.12,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/184.csv,12.00787402,12.00787402,9.940944882,9.94,1.26,65.98425197,65.98425197,6.637623762,2,0.866141732,2,0.866141732,0,0,0.866141732,52635,0.0163454,2,2,0.374015748,5,54085,0.009,0.003659852,0.502970297,0.45,0,4611,180.0648,0.270832922,0,0,0,2,1,17.6425288,1.558412888,2.516357995,0,0,0,18.1992656,37.9,0.480140796,0,0,0,0,0,0,0,0,0,
185,4.893387755,Azizinamini;A. J.;Lakhpal S.; Hanson;Norman W.; Musser;Donald W.; Corley;William G. (1985). Effects of Transverse Reinforcement on Seismic Performance of Columns - A Partial Parametric Investigation;Portland Cement Association.,Azizinamini et al.,NC,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/185.csv,17.99212598,17.99212598,15.49212598,15.49,1.5,54.01574803,54.01574803,3.486658196,3,1,3,1,2,1,1,63655,0.019409525,3.414,3.414,0.5,4.015748031,65830,0.022,0.009277789,0.259212198,0.24,0,5698.5,379.912,0.205947959,0,0,0,2,1,104.929896,1.830466472,4.893387755,0,0,0,85.61389808,233.99,0.365884221,0,0,0,0,0,0,0,0,0,
186,2.844911079,Azizinamini;A. J.;Lakhpal S.; Hanson;Norman W.; Musser;Donald W.; Corley;William G. (1985). Effects of Transverse Reinforcement on Seismic Performance of Columns - A Partial Parametric Investigation;Portland Cement Association.,Azizinamini et al. ,NC,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/186.csv,17.99212598,17.99212598,15.49212598,15.49,1.63,54.01574803,54.01574803,3.486658196,3,1,3,1,2,1,1,63655,0.019409525,3.414,3.414,0.374015748,4.015748031,89320,0.013,0.005191397,0.259212198,0.23,0,5771,579.984,0.310455939,0,0,0,2,1,109.990144,1.16771137,2.844911079,0,0,0,95.26766513,204.42,0.466028291,0,0,0,0,0,0,0,0,0,
187,4.8514,Saatcioglu;M. O.;Guney (1989). Response of Reinforced Concrete Columns to Simulated Seismic Loading. ACI Structural Journal. 86: 3-12.,Saatcioglu and Ozcebe,U1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/187.csv,13.77952756,13.77952756,12,12,0.89,39.37007874,39.37007874,3.280839895,3,1,3,1,2,1,1,62350,0.033091101,2,2,0.393700787,5.905511811,68150,0.009,0.002991993,0.492125984,0.46,2,6322,0,0,0,0,0,1,1,62.08976,4.52,4.8514,8.390128,0,0,53.3575774,55.8,0.956156253,0,0,0,0,0,0,0,0,0,
188,5.109972,Saatcioglu;M. O.;Guney (1989). Response of Reinforced Concrete Columns to Simulated Seismic Loading. ACI Structural Journal. 86: 3-12.,Saatcioglu and Ozcebe,U3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/188.csv,13.77952756,13.77952756,12,12,0.89,39.37007874,39.37007874,3.280839895,3,1,3,1,2,1,1,62350,0.033091101,2,2,0.393700787,2.952755906,68150,0.025,0.005983986,0.246062992,0.23,2,5046,134.88,0.140776984,0,0,0,1,1,60.9208,1.83,5.109972,0,0,0,62.92026627,99.66,0.631366354,0,0,0,0,0,0,0,0,0,
189,9.290304,Saatcioglu;M. O.;Guney (1989). Response of Reinforced Concrete Columns to Simulated Seismic Loading. ACI Structural Journal. 86: 3-12.,Saatcioglu and Ozcebe,U4,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/189.csv,13.77952756,13.77952756,12,12,0.89,39.37007874,39.37007874,3.280839895,3,1,3,1,2,1,1,63510,0.033091101,2,2,0.393700787,1.968503937,68150,0.025,0.008975979,0.164041995,0.15,2,4640,134.88,0.15309497,0,0,0,1,1,73.26232,6.81,9.290304,0,0,0,62.1737721,132.46,0.469373879,0,0,0,0,0,0,0,0,0,
190,8.90016,Saatcioglu;M. O.;Guney (1989). Response of Reinforced Concrete Columns to Simulated Seismic Loading. ACI Structural Journal. 86: 3-12.,Saatcioglu and Ozcebe,U6,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/190.csv,13.77952756,13.77952756,12.00393701,12,1.02,39.37007874,39.37007874,3.279763857,3,1,3,1,2,1,1,63365,0.033091101,6,6,0.251968504,2.559055118,61625,0.0321,0.008484372,0.213184651,0.2,2,5408.5,134.88,0.131341529,0,0,0,1,1,77.06144,6.44,8.90016,0,0,0,64.45764014,119.5,0.539398839,0,0,0,0,0,0,0,0,0,
191,8.780018,Saatcioglu;M. O.;Guney (1989). Response of Reinforced Concrete Columns to Simulated Seismic Loading. ACI Structural Journal. 86: 3-12.,Saatcioglu and Ozcebe,U7,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/191.csv,13.77952756,13.77952756,12.00393701,12,1.02,39.37007874,39.37007874,3.279763857,3,1,3,1,2,1,1,63365,0.033091101,6,6,0.251968504,2.559055118,61625,0.02,0.008484372,0.213184651,0.2,2,5655,134.88,0.125616385,0,0,0,1,1,76.83664,6.56,8.780018,0,0,0,65.14792836,120.01,0.542841643,0,0,0,0,0,0,0,0,0,
192,1.359119469,Galeota;D. G.;M.M.; Marino;R. (1996). Seismic Resistance of High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico.,Galeota et al. ,AA1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/192.csv,9.843,9.843,8.15,8.15,1.18,44.882,44.882,5.506993865,4,0.394,4,0.394,2,2,0.394,62350,0.015101101,4,4,0.315,5.906,62350,0.012,0.005362287,0.724662577,0.63,0,11600,337.2,0.300036856,0,0,0,2,1,29.258,1.205383004,1.359119469,2.771712491,0,0,26.04732149,49.8,0.52299184,0,0,0,0,0,0,0,0,0,
